asset_id,ifc_class,name,canonical_class,class_confidence,flags,primary_flag,true_class,review_status,reviewer_notes,review_timestamp
0ac6df96-ce0b-54c9-9a24-5a8425c79cba,IfcAirTerminal,M_Supply Diffuser - Sidewall:450 x 200:415183,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
914dbbd2-c7e8-56c2-b8d7-66ebdd3a1d59,IfcPipeSegment,Pipe Types:Standard:529219,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
6240d67f-6aa3-5caa-a00b-bb01539d3911,IfcLightFixture,M_Sconce Light - Flat Round:60W - 277V:447209,Lighting Fixture,0.9,,,,PENDING,,
ceb6d928-edc6-55be-8091-b5d26d631fe2,IfcPipeSegment,Pipe Types:Standard:591765,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
c53fdbb1-f72d-50f1-bc6d-6cf635b2237c,IfcPipeFitting,M_Cap - Generic:Standard:730341,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
23e51b4f-d211-57e7-9c0f-a398ffa6578e,IfcLightFixture,M_Sconce Light - Flat Round:60W - 277V:435346,Lighting Fixture,0.9,,,,PENDING,,
a121af00-3fc8-50a1-b32e-0333e212733e,IfcPipeFitting,M_Pipe Elbow:Standard:531066,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
737104c9-0e32-5a5b-a2b8-5bb3a67c7047,IfcAirTerminal,M_Supply Diffuser - Sidewall:450 x 200:480248,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
284e9f73-59d1-5f70-acba-d75c8c627ac2,IfcWindow,M_Skylight:1180 x 1170mm:489062,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
afc222b1-209b-5eee-8ab2-ee87c3bbbc50,IfcPipeSegment,Pipe Types:Standard:529679,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
2e0082d1-bdfb-569d-a5d3-076bdf1384a9,IfcLightFixture,M_Pendant Light - Linear - 2 Lamp:2400mm - 277V:446834,Lighting Fixture,0.9,,,,PENDING,,
ee02450a-a0bf-5a43-b11a-b9e684f49dce,IfcDoor,Drehflügel 1-flg - Stahlzarge:88.5 x 2.26:575888,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
d5a6a1f4-bc34-54a7-9a3b-57d62548d2dc,IfcPipeSegment,Pipe Types:Standard:530095,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
038c301d-7e78-5a5f-bcb6-49b1aee746d4,IfcSlab,Floor:Simple floor:295048,Floors,0.9,,,,PENDING,,
2ab5937d-0ec1-58ee-8ae4-4501120da621,IfcSlab,Stair:Massiv - Stufen Naturstein:577000:1,Slabs,0.9,,,,PENDING,,
b2032e52-4b84-542f-86a5-9301469a6e80,IfcWall,Basic Wall:CL_W1:627064,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
51cd8b55-5b8a-56b5-9e17-301b9481785a,IfcWall,Basic Wall:MW 11.5:573728,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
4d1edb94-c869-544a-9f5d-094ecbf4135c,IfcWall,Basic Wall:Lamelle 11.5:576044,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
ebe7e778-69ca-546d-96eb-0161fd6f0c2d,IfcBeam,CHS-Circular Hollow Sections (AS 1163_C250L0):88.9x5.0CHS:1046394,Beam (Concrete),0.9,,,,PENDING,,
f506d36c-e5d1-548c-92db-5ae4e7c8026e,IfcLightFixture,M_Sconce Light - Flat Round:60W - 277V:502612,Lighting Fixture,0.9,,,,PENDING,,
efc5ea50-dd8a-5d8d-bc61-a8e25690a13f,IfcPipeSegment,Pipe Types:Standard:530218,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
04877b0f-268a-5983-9541-c1cb424a2459,IfcLightFixture,M_Plain Recessed Lighting Fixture:600x600 - 277:499808,Lighting Fixture,0.9,,,,PENDING,,
166d84fc-4cb2-51ea-8e21-3ab1b79cb3d9,IfcRailing,Railing:SH_1100mm:931569,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
ce8ad5d4-ce45-5f2f-ae3e-66eca1df04e8,IfcWall,Basic Wall:Retaining - 300mm Concrete:746634,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
16b84211-6242-509c-8056-bca752d308da,IfcLightFixture,M_Sconce Light - Flat Round:60W - 277V:502819,Lighting Fixture,0.9,,,,PENDING,,
7c8e6dff-e8b6-5c88-bb19-9b297b10c7cd,IfcPipeSegment,Pipe Types:Standard:732296,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
43987f72-a48c-50d0-a6a7-96e81e995587,IfcBeam,UB-Universal Beams (AS 3679_1):200UB25.4:1116483,Beam (Concrete),0.9,,,,PENDING,,
1f0f0fa0-5730-523f-a7c3-ee380a7a9f41,IfcBeam,Light Gauge-Joists:SC15012:1407777,Beam (Concrete),0.9,NEGATIVE_VALUE,NEGATIVE_VALUE,,PENDING,,
91072adc-ba20-5d67-a0f4-16fbd8fad862,IfcSlab,M_Pile Cap-600 Pile:600 x 600 x 900mm:512449,Foundation_Slab,0.9,,,,PENDING,,
4b7ead5f-c6bf-5e0f-bc30-e4e1b2cea817,IfcWall,Basic Wall:MW 17.5:576037,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
545e2349-5840-5000-9d8e-12986a43d634,IfcPipeFitting,M_Transition - Generic:Standard:732574,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
9649831f-ef3f-595e-9f5e-c382ef920fc2,IfcLightFixture,M_Sconce Light - Flat Round:60W - 277V:502969,Lighting Fixture,0.9,,,,PENDING,,
