asset_id,ifc_class,name,canonical_class,class_confidence,flags,primary_flag,true_class,review_status,reviewer_notes,review_timestamp
08d7aac3-f2fc-50e2-88e0-579ada8c22a7,IfcRoof,house - roof,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
e2f94cf4-009e-5206-8075-e6f8eecc196b,IfcWall,house - outer wall - house right front,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
40f07bd3-cf13-5a40-9b24-79dfff96626e,IfcWall,house - outer wall - house right back,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
69e143da-7417-56b9-a331-4fe5afcd61f1,IfcWall,house - outer wall - house left,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
e51b7094-ee65-52cf-8f8c-6c31b3dca2b9,IfcWall,plumbing wall,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
94415f09-6e4a-5ff2-931e-6f94670f55a6,IfcAirTerminal,chimney cover,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
3337194f-1b79-5b47-9349-4ca99727faad,IfcAirTerminal,house fireplace cap,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
07a97583-6e4e-555a-8528-514ff8e1a3f8,IfcFooting,house - foundation,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
08d7aac3-f2fc-50e2-88e0-579ada8c22a7,IfcRoof,house - roof,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
604d45bb-1499-5fde-9c53-d43bf79bbae4,IfcWall,house - outer wall - house back,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
00d1b950-f44c-51a2-9527-743a7edd4a09,IfcWall,house - outer wall - house front,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
fa131d94-af27-58a2-9eaa-f07bf3c75c1a,IfcWall,house - outer wall - house front right,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
bf8a20ac-6837-58d7-8f04-ec9e3d06479f,IfcWall,house - inner wall,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
45f68ad8-dfc2-55d8-b0e2-7829afa423a3,IfcFooting,foundation - bridge road,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
f4f96304-b0a3-5a79-b596-c501acb47373,IfcFooting,foundation - bridge road,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
16f4681c-1684-5ad0-ac99-2543cffd9c51,IfcFooting,foundation - bridge road,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
d2367fa7-43ec-516a-a9f4-5baa6165ff68,IfcFooting,foundation - bridge rail,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
f41169ad-3017-51f4-bee9-5e8a159536e5,IfcFooting,foundation - bridge rail,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
f1cb73e8-7d36-571c-9ac2-9ed1e26ccac6,IfcFooting,foundation - bridge rail,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
1e338b47-26f9-501f-a67c-13f65b47a96a,IfcFooting,foundation - bridge rail,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
42852903-eb25-530a-ab90-7d91e3a69af4,IfcWall,rail bridge - spandrel wall,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
33da0650-8a3e-590b-8c7c-091f703cdf81,IfcWall,rail bridge - spandrel wall,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
6944da49-e971-5dbc-9548-1582118fa032,IfcWall,rail bridge - spandrel wall,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
949323d6-402a-5138-bed0-3085fb4db2ac,IfcWall,rail bridge - spandrel wall,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
5fd628f9-2bb1-5ab3-80bd-9fbb4fe726ad,IfcRailing,bridge road railing,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
6bc94901-5dd2-5634-b618-745fa1bb98fd,IfcRailing,bridge road railing,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
cc407e00-55a5-5aff-9a3b-415cab6f39d3,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
ef1c1ad7-6a40-5a77-a9e0-0c305ea44970,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
d6d48679-69cc-5969-9b2b-b4800e3cbe80,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
688596f8-49f6-5504-b899-bc749577dcb1,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
92fff777-c6b4-568d-8290-c7407684c7a5,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
3a185042-e8c1-5ed1-b8c0-a566ea45389b,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
29b0c1ae-294b-5c65-889e-c43b8a9497b3,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
e4877e0a-552a-5d6b-8465-5eb84476ce77,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
7c2e9bd7-baaa-529a-a012-c61798b1e96d,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
3f654c39-a53a-5df6-963d-e2f45bb4355b,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
60d85130-fb34-548b-bf42-735c96ca157c,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
9e138146-8365-53de-9cb5-148593228cbe,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
3e459c0b-9aef-5b08-a60e-f13d4f5cf8b2,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
583136cf-980e-5c9b-8135-6cb9f8e8ed15,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
a6a31fcd-a863-55c2-9930-331ce3dc3b7c,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
e8e7b498-fa61-5f4d-8f43-b6f1be865f58,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
d5b5acca-cd7d-5f81-bad6-f0bc50aa7dce,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
11875ac0-acb0-5729-a0b0-97c6843153b3,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
539f60a0-d750-5d14-9a18-8e0232f8da48,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
c01b58fd-47cc-58ad-9fcb-5713c1009a66,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
e352e020-8d16-59ff-997b-f4bd862608f2,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
1e19932f-8aa1-54c3-a853-63c70210e929,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
a8a3770d-5ee5-5279-a65b-6749cca06da1,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
c0706438-62d1-53ac-9f7f-8eda20a1ff1a,IfcPipeSegment,sewer pipe,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
90977368-ea0d-56e4-b186-e5d611dec383,IfcDoor,Test Door,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
58470b1e-a574-5075-8907-6bf91d29eded,IfcRoof,Basic Roof:SG Metal Panels roof:243274,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
700ffd0d-5f16-52a7-8643-a9cdac180983,IfcRoof,Basic Roof:Warm Roof - Timber:724430,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
825f846d-83b6-56ac-971c-f9685b04bc12,IfcWall,Basic Wall:SIP 202mm Wall - conc clad:198694,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
21a0a271-a7ec-5121-95d8-05f86e6e7d5e,IfcWall,Basic Wall:Wall - Timber Clad:198749,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
